,mobile_names,asin,body,star
230,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, untill using redmi note 7 proi want purchase poco x2 flash saleit stocki using sam m31 last 5 days overall impression 6000mh battery1 super amoled display price2 64 mp camera3 phones performance slow4 sine dramatic chande camera quality phone5 samsung work optemissing software increase phones performance6 redmi note 7 pro boots faster sam m31,3
231,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, bought mobile last friday working 6th day unable receive calls unexpectedly received call getting sound cant opposite person voice voice try call someone automatically network getting disconnected reconnecting automatically minutes expect might software issue gone lot reviews maximum number people buyed mobile facing issueunable replace mobile also showing option,1
232,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, worst mobile got samsung m31 taking time charging 100 almost 4 hours charging 20 hours battery ill train 0 waste time compare fast charging mobile camera worst,1
233,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, using 1520 days even disappointedi using poco f1 since last 15 years regret chosen move back samsungi miss pocofirst pros1 brand name think one2 display super amoled brilliant3 rear camera clicks good enough photos4 build seems decentcons1 ui big duffer samsungs smart switch pathetic attempt move contacts etc cross checked would crying2 contact list seems like using age old nokia device today3 virtual buttons arent customizable kinda innovation this4 clear apps kills current app killed game many times trying fasten idiot device5 gaming phone slows 1015 minutes anyways slow device6 front camera better age old 2mp camera image processing idiotic7 notifications idiot forgets send email notifications manually keep checking emails believe tried settings8 notification badges display badges apps pull notification bar keep checking9 dual apps idiot support dual apps messengers supported two accounts amazon amazon supported dual apps similarly two accounts manage linkedinthe use idiot device frustrates meanyone recommends samsung kindly stay away nowwhat waste money,2
234,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, received time within 24 hours thumps amazon product done settings using samsung long gap 810 years samsung grand stopped using setting done data transfer samsungs smart switch option fantastic everything wanted transfer got problem sim transferred done ok dual 4g volte separate slot micro sd card effortless workingnow camera got lot options yet tried sure checked quality photograph night mode superb else want know rest things written detail true working fine proud nice product samsung keep competing iphone,5
235,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, samsungi didnt expect youplastic body ok use covercorning gorella glass 3 ok use tempered protectioneven 3 hr charging time ok charge nightbut overheating deal price range companies providing super fast cool processor like snapdragon 730g fooling customers,1
236,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, nice phone price range,5
237,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, cons1 ram claims 6gb whereas 2year old phone 4gb ram much smoother display2 battery charging claims 15w fast charging takes 2 hours charge phonepros1 good cameras2 perfect screen sizei bought great deal samsung big dissappointment say cannot returned total waste money redmi note pro 8 much better price,2
238,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, 1 claims 21 hour internet usage timing started using 100charged barely last 24 hour 5 hour heavy usage even turned mobile bettery saving mode point carry much heavy 191gm device around2 phone heats lot charging like cant even touch point3internet bandwith speed mobile well wifi good samsung galaxy note3 get fast internet network wanted return device strict policy cannot return replace even trying replacement wont let download balencco app app never say phone working fine could spend money buying phonebought first minute release al excitment turned seeing actual performance,2
239,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, big fan samsung products today got dead phone first thought dont charging try charge phone responsei really really disappointed today thanks amazon responded quickly ordered replacement worried phone performance going handle future problem arises buy think,1
240,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, worst experience ever camera quality better 5out 2 battery fast max 3 hours taken charging 100 sometime whatsapp hangups108 gp free storage mobile heating high fingerprints 3 finger available better fingerprints first buyer launching dont buy 31 extra protection additional option simple mobilenot worthiness money,1
241,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, first time met bad experience samsung phone camera quality poor front facing camera good comfortable 6000mahbattery lifeamazonindia destroyed goodwill selling producti purchased phone friend angry medear customer please avoid buy product,1
242,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, ordered first sale comparing phones range satisfied phone want discuss pros conspros1 back camera good compared oneplus 7 samsung good issues picture quality zoom also2 powerhouse high battery life normal usage even use phone 2 days3 lag hanging problem till due 6gb ramcons1 front camera good expected2 finger print sensor back mounted brands offering screen fingerprint sensors range disappointed main reason 4 3 handset configured like conplex android even many built apps app lock apps seems complex,4
243,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, poor performance camera ok bad slow net speed opening app time relatively fast internet slow old mobile samsung max much faster performance loading web page samsung m31 phone taking much time open web site remaining everything ok fast changing far like said 30 mins charging charging 20 old samsung 30 charged time found two major drawback,1
244,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, lets get straight ponit main motive play graphic intensive games pubgcodasphaltetc back button top left though samsung m31 good phone phones price range better gamingbutalso read rest performancethe combination m31 processor exynos9611 operating system one ui 20 give level performace youd think device flagship phone clean fast optimize feels premium daily uses displaythe super amoled display use m31 display samsung used thier flagship phones eye pleasing colour production amazing find display equal price rangeif dont mind high refresh rate displays amoled like m31 battery chargingthe m31 got highest amount battery among phones ive heard including midrange flagships many online reviews charging speed criticized many reviewers using think kinda exaggerating barely let phone battery die till charge normal uses charge around 2030 gets fully charged within hour 45 minutes still surprisingly good considering battery size getcameracamera field m31 shines amongst midrange competitors 64mp primary camera 8mp ultra wide 5mp depth sensor 5mp macro lens gives perfect combination monster phone dont get fooled numbers mega pixels end device processes pictures matters samsung m31 particularly nailed image processingmeanwhile videos captured cameras still average best price rangeconclusionthe samsung m31 one overall balance phone midrange devices upgrade one field needed compromise downgrade every phones pros cons matter brand considering ups downs m31 still makes value money purchasethank youif question regardingthis device always drop comment,5
245,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, delivery fast packing good phone started quite unusual applications even downloading wifi later couple restarts good thumps happy far ,5
246,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, one good looking phone stunning display mammoth batterypros 1 one best display segment youll feel hold phone first time 2 great battery life 6000 mah good optimisation3 sar rating lowest one4 well weight balanced considering big mammoth battery cons 1 samsung provided case along hard buy case initial days launch phone slippery finger print dust magnet 2 camera great expected 64 mp wide angle shots lacking details macro mode also great3 great processorwho buy people dont heavy gaming camera oriented looking great battery samsung branding,3
247,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, dear amazon teami delivered faulty product 15 days buying product showing hang issue phone dead restart customer care replying poor service need replacement phone immediately,1
248,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, camera pictures hv yellow tinge makes orange look like yellow red look like orange returned first phone thinking might defective piecebut second phone also problem almost returned second phone also figured problem camera display setting color correction mode default gave yellow tinge anything see phone screenif face problem pl go display setting search color correction put phone wl return normal colorsi using last 3 days quite satisfied phone battery lasted 2 days gamesmusicvideos hoping battery performance wl improve dayscamera pictures goodlots bloatware come samsung uninstall disable manually,5
249,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, found phone mediocre performancepros1 display trust amazing love vibrant colours images videos look great amoled screen2 battery 15 days backup even heavy usage3 camera good excellentcons1 build plastic build might helped managing weight guess durability compromised2 night mode camera useless grainy inconsistent photos phones price range way better3 zoom camera photos grainy lacks clarity4 face unlock mostly doesnt work even adding alternate looksverdict buy dont like skins chinese brands one ui 20 heavy better hardware wise chinese phones better,3
250,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, display quality good one thing dont like camera cant use flash light take shots 64 mp lens low light photographs also upto mark rest everything fine,4
251,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, bought samsung galaxy m31 space black 6gb ram 128gb storage really awesome mobile works quickly fast secure fingerprint reader fast mid range mobile highly configuration battery life issues 2 days using even internet browse playing online games camera auality review night camera photos happy day time taken pictures really good night camera pictures dont face issues till nowi recommended friends company colleagues family members buy product bought product words really happy samsung galaxy m31 mobilethank much samsung team members worked product mid range people guys awesome,5
252,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, cons1 notifications light2 large icons3 preinstalled app lock install secure achieve lock symbols locked app4 ringtone volume loud5 back cover provided6 camera great expected 64mppros1 screen quality2 ram management3 smooth performance4 battery performance 12 hrs usage still 60 remaining battery 5 hours screen time5 looks pretty good6 samsung brand,4
253,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, using redmi 5 pro prior feel phone quite better thiscamara though mentions 64 mp camara failed impress click using front camara takes 23 seconds hold time clicking picture flash front camaraduring operation didnt find phone user friendlythe disappointing thing time takes charging claim super fast charging even slower note 5 pro 1 hr charges something around 2530design attractive doesnt feel like new phonenot recommend may go go mi realme trusted samsung eventually didnt fulfilled expectations,1
254,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, use front cem iam happy,3
255,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, disappointed samsung many year decided back samsung truly disappointed software performance worst heating issue camera performance pathetic worst part amazon policy cant return moreover even replace easily need install app surprise problems face shall found ok software difficult situationwhat domy strong recommendation go samsung m31,1
256,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, bad mobile heating hanging problem amazon refunding even mobile problem dont buy mobile go redmi mobile camera quality worst many things supported anyone want take mobile please let know reduce amount buy 7 days battery good worst samsung must quit making mobile,1
257,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, 1camera 3852performance 3053battery backup 275battery doesnot prove 6000mahcharge time quiq agreedbutdrains fastfeels like capacity 4000mahmy reivew im submitting week observed usagemy major point selecting mobile batterythey assured 6000mah fact get 4000mah worthfullnessif ur looking 6000mah battery mobile worst choicebadly feel like cheated samsung,1
258,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, update 1 ai scene detection really enhances colours camera quite commendable according price comparing oneplus 7t also got case amazon 59 unbelievable attaching pictures reference update near future found anything worth updatinggreat specs great value got 128 gb variant single con back panel scratches easily unboxing phone using hour could see minute scratches would recommend get skin also youre thinking cases available market right new product might take time due outbreak coronavirus therefore applied transparent skinalso another thing length charging cable short opinion,4
259,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, first would like express experience mobile tooooooo worst never performed like 6gb ram mobile working like 512kb ram ram mobile another great backdrop bluetooth connectivity meets atleast basic phone another thing speakerthis one also poor batter charging backup also cant compare another brands present market took worsti already requested amazon return phone smoothly refuesed request chance return per termsfinally dear want buy product strongly recommend dont buy mobile dont waste money,1
260,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, ordered samsung galaxy m31 within 5 minutes sale starts really impressed quality camera 4 back cameras working great wide angle feature great live focus macro slowmotion features awesome front camera good captures photo well types lightning background battery backup good 100 20 around 30 hours average usage screen resolution touch good go budget less 16k looking awesome camera screen resolutionafter 2 months usage battery charging takes 3 hours 30 100 even though shows fast charging battery draining quickly using mobile hotspotphone heating much kid fearing take phone heating issue dont know whether pros cons think buying phoneedit 9 months usage facing heating issues heating problem using hotspot entire day battery backup also good facing issues camera latest software update photos times showing face like black white issue happening times issue around face complained samsung action taken asking logs phone phone good use,5
261,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, camara bad sound clarity good though looks like premium phone started using makes feel bought cheap quality product gets frequently stuck restarts reason,1
262,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, hii purchased phone days back far quite happy battery life jio connections volteon wifi mobile data phone performs good approx 20 hrs usage mobile data 8 hrs corner jio signal low works like charmon wifi says 100 even 5 hrs usage 20 min also gooddefinitely samsung bloatware apps cant uninstallhowever dont like uilauncher one worst looking icons hope samsung reading 3 stars thissome missing features price everyone else providing1 led flash missed messagescals etc2 led flash incoming calls3 reminders goals missing calendar4 apps samsung proprietary contacts calls messages calendar etc5 camera good bright light outside good inside room even good lighting seems like needs high lighting,4
263,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, samsung m31 best ever mobile found till 6000 mah monster battery superb 64 mp quad camera samoled amazing display 6gb ram 128gb rom quick fingerprint reader many personally feel mobile made people need great battery camera lots space storing many documents videos required student watch lots lecture mobile everyone need good mobile battery present mobile except samsung m31 student friendly budget unbelieveable mobile wonderful features within rs 15999 company given many things making forever customer samsung really thankful samsung team designing amazing mobile us although company send earphone mobile samsung hadnt delivered till sad use local earphone amazing samsung m31 mobile,5
264,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, hi whoever planning buy m31 please dont serious display issue showing lite pink rotating less 1 inch dimension showing exact color otherwise direct view showing pink half showing one color half display another color taking return product used samsung thinking never buy anymore want return replacement amazon,1
265,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, poor quality phone touch stopped responding areas suddenly didnt expected samsung able use month tried connecting customer service asked go service center opens lockdown asking whether warranty period would extended due completely denied feeling cheated dont buy phone ,1
266,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, hello allhere writing review product using 20 days mobile given worst experienceafter using 20 days display working stopped working using mobileand call quality also worstunable connect calls every time restart call onesamsung service also given worst experienceno one respond issueno authorized centers pickup call respond querymy suggestions new buyers dont go productthank,1
267,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, dear pls dont pay product heating issue slow charging time 530 hours full charge slow proper working sensorso pls dont pay waste money,1
268,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, using 4 days mobile pros consproscamera highlight phoneamazing battery backupbeautiful screenwidevine l1 dolby atmosclean professional one ui graphics really cool really nice featuresno lags nowconsno stabilization 4k video recordingdesign greatnot recommended gameswill update review using extensively,4
269,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, sorry time amazon samsung really disappointed mei bought samsung m30 m30 earlier amazon really goood great deal time disappointing shameful bought m31 megamonster soulmate really got disappointed phone really hurting mepoor camera quality like 2 megapixel cameranot 64mppoor battery like 3500mah 6000mahdont buy m31 u go m30s sorry samsung,1
270,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, using one week experience samsung galaxy m31pros attractive designscreen size handy 64 inchgood cameraboth selfie main 32mp 64 mpconsphone heating muchit heats always charginggaming using internetcharging sloweven 6000 mah battery drains fastin standby position also comes 100 80 overnightvery disappointingif fixed updates update reviewafter two weeks usage updatingafter writing samsung members suggested changes settingsnow mobile performing wellafter 2 months addingafter updating two times heating issuebattery lasts two days even full day usesatisfied,4
271,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, really excited phone ordered 5th march got 6th far loved heres reviewmy first impression weight good 6000mah battery phone also display excellent every movie buff love also dolby atmos soundthe rear camera phenomenal see pics getting 64 mp camera inthe ai makes stand colours really pop beautifully selfie camera 32 mp also good doesnt flash screen flash jobplayed pes 16 gb football multiplayer game works well havent faced lags far samsung ui like notification bar icons settings also easy use gives premium effectso pros conspros price camera battery display storage also dedicated memory card slotcons back design could better use separate cover doesnt make difference charging could fasterfinal thoughts phone ideal anyone looking good battery camera phone price still astounds samsung really outdone,5
272,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, 2 months usagethe advantage amoled displayperformance phone parbattery also disappointing far 6000 mah given last whole dayi using 3500 mah phone earlier almost lasted 6000 mah last much longer optimisedphone also gets heated sometimes even normal usage gamesalso build quality standard range looks ok actually cheap plastics make sounds feel fingersmany scratches back 2 months usagematerial goodi find fast enough 6 gb ramprocessor slow call dialing normal features also run slow phonecamera also goodto sum camera battery performance standards disappointing good id amoled display,3
273,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, samsung created enough hype got many stars youtube reviewers sing loud praises product enough positive data repeat thatthis undoubtedly one best midrangers glaring shortcomings minor major flawsfirst thing note back panel prone scratches smudges samsung could provided case made arrangements ship device selection cases together didnt see many phone needs case periodsecond camera good heavy post processing get right results reproduce advertised samples help tripod daytoday shots still 80 mark complaints price paid thoughthird one worst offenders one ever spoke phone antenna never seen samsung pathetic antenna pair poor software signal always 33 attenuated compared phones older nokia 8 m31 always 2 bars less signal strength place operator slips 2g easily calls frequently cracking due bad signal reception software keeps forgetting preferred network mode airtel lte auto bsnl 3g moment exit setting app resets everything lte auto auto downgrade 2g continuesif work live place even 50 signal current phones warned phone add woes simply connecting antenna design something new completely reinvented phone involve expensive materials yet samsung screwed one primary function watch fhd videos signal speeds pathetic someone screwed basic function,3
274,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, apart battrey screen nothing good front facing camera per specs 32mp u go high resolution show 21mp totally crap samsung j7s 8mp far better one terms front camera fraud samsungfinger prnt reader able detect times,2
275,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, bought phone soon launched month ago galaxy s10 stolen needed another phone couldnt afford get another expensive device losing one read specs m31 128gb seemed unreal decided give shot price honestly steal great battery life awesome camera pretty good aesthetic appeal toowhat course im disappointed ive needed reboot several times due phone hanging app failures couple times rebooted response jerky times nothing league series price thats really fair comparisonso youre looking monster thats pocket friendly baap would liked slightly smaller size fit pockets arm bands easily thats,5
276,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, great piece great price phone people want phone premium brand samoled display great set cameras decent processor best low sar value dont use phone gaming day day use media consumption great watch full hd movies fhd super crisp super amoled display great 64mp camera takes great shots wide angle amazing compared competitors price segment massive 6000mah battery lasts phone used fast charger decent enough charge massive battery within 2 hours 0 guess best budget phone,5
277,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, 1 0 100 taking 2 hours2 battery consuption high due default samsung apps cannot deleted also reducing performance3 possible delete netflix4 even download app samsung store upgrade google play store better directly download latest updated version google play store directly5 available ram use 32 gb due many unnecessary samsung apps allowed uninstallit first last mobile non stock android mobile earlier used 5 stock android mobiles 6 gb ram provided 48 gb availablity non required apps deleted purchasig stock android mobile good option want purchase android mobiledear samsung fault wasnt aware purchasing non stock android additional mandatory apps company push ota update device make stock android,1
278,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, saved money 5 months bought phone 25 days ago first thing cant replace days getting restarted inbetween working turn samsung logo shows 12 hours cant anything went service center kept phone 3 days nothing said pick phone data deleted phones reset next day problem regretting lot samsung cant go service center daily 50 km far residence,1
279,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, hi guys dont buy product battery performance bad taking 45 hrs charginga getting complete less 1day eventhough dont use much videos games heating issue also moreover asked replacement within 10 days amazon keeping one useless mediating activity called phone inspection send person basic knowledge phone software nonsense technician means professional carry tools test phone nothing iwas simply reset phone starting checking charging properly means everytime reset phone charge reinstall bad service amazon products selling defective pieces better buy directly samsung showroom dont go second time facing issue samsungits big flop ur products,1
280,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, please assure u experience phone either friends samsung shop horrible product screen yellow color trying settings one also touch doesnt work time get stuck phone get lock also display touches automatically open app times whole problem screen thats ur going use time hence really u want samsung phone go buy offline model online model scam work well first day worked fine soon started using primary device issues started coming also battery issues 6000 mah battery giving 4he screen time sometimes even less low usage game videos watch play hope helps u still waiting technical come check product supposed come today yet came scheduled later bad product support,1
281,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, lots negative review led confusion buying phone worth pricedisplay awesome colors touch rsponseall goodbattery long backup even u play games around 14 hrs display time medium usagecharging bit slow takes 2 hrs 25 100camera good color production decent picture quality sony sensor dont expect quality macro nice selfie angle decent overall day day usage good pro shootersprocessor thought would biggest drawback pubg asphault runs well smoothnot hdroverall recommend phone use phone day day usageno hardcore gaming big games casual setting run well love support made india productsthank,5
282,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, bought samsung m31 6gb128gb model 20 days back first time hate samsung reached peaks made purchase keeping following factors 1 brand samsung2 released march 2020 felt latest model3 specs good enough budget price 17k4 cam specs4 pick chinese productbut friends telling thoughts make like m31 dont go cons 1 speaking phone going hold even though touch screen speaking2 even though havent enabled call recording calls getting recorded automatically3 worst thing upload pick watsapp status picture quality goes worst4 full charging take 3 hours used phone extensively gave charging 15 day5 vedio recording image stabilization worstthen started googling unstability phone update samsung m31 april made phone unstable research take reviews people using phone go better optioni write cons samsung please dont waste money 10 days replacement someone bought already thorough checks replace phone,1
283,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, edit review using 3months discolouration issue external force applied neither contact water happend phones battery death plugged charger putted saw discolouration suddenit started right bottom top pink purple shade nd quickly spread overall displayand visited service center directly denied repair told warranty nd ill bear cost rs 5000 6000 change display already spent 17000 rs purchased new phonedisgustingand believe everyone keep phone safely atleast phone new expensivei feel regret decision mistake made purchased worst compny phonebut surprised samsung play scam game valuable customersnow believe samsung fraud fake scam nd make fool customers name warrantyi recommend amazon buddies pls pls pls dont go samsung phone dont wanna waste hard earn valuable money,1
284,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, camera expected garunteed 64mp way takes pictures ofcourse colors pictures awesome however try zoom even slightly doesnt show clearly night mode also expected gives blurr images disappointed camera camera sole reason took phone front camera usual full beauty effects hate otherwise speaking features battery looks feel display etc pretty well price although plastic feels kinda cheap ok,3
285,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, review 2 days usescreen 2 goodanimations transition good wont miss hype around 90hz refresh ratesamsung os one ui 20 good personally dont like home screen using lawnchair launcher home screen docklike features oneui20games cant say dont use mobile gamingbattery charged til far goodcamera love live focus samsungboehner applied faces pic daylight pics videos awesome yet test night modecamera 10days indoor low light average let samsungthis first samsung smartphone glad bought itopinion 10 days reducing rating 3stars,3
286,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, dont purchase phone amazonworst experiencei got used phone even amazon fulfilledno response seller amazoni noticed month started facing issue checked found used productworst product samsungissues1 fraud seller2 used refurbished phone3 response amazon seller4 finger print working5 lagging normal use6 get lot scratch,1
287,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, camera quality good mentioned specification 64mpmobile phone gets hanged sometimesbattery back goodfacilities fitures good compared brand mobiles prize,2
288,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, m31 looks identical galaxy m30s new galaxy m31 oneui 20 top android 106gb ram 64gb128gb 1000 rs differentprosm31 4 cameras back164megapixel gw1 sensor led flash28megapixel ultrawideangle lens35megapixel depth sensor45megapixel macro sensormassive 6000mah battery 15w fast charging supportbig 64inch displays amoled displaysusb typec port speaker bottomthe fingerprint scanner quick unlock face recognitionfit budgetconsplastic bodylowlight camera performancestill new couple days update later overall performance,5
289,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, bed bettery backup,1
290,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, samsung lover fell unhappy buy series mobile feelingsamsung series bad cheap mobilei bought phone without thinking use found device havesamsung secure folder samsung pay pay mini knox security samsung pass nfc etc absence things bearable change device sometime wait mentioned facility updated software update latera simple 6000 mah battery brand lower price camera quality 64 mp equal phone battery displaybuy phone checking features,2
291,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, asked pay rs5000 samsung service centre due issue display even phone warranty whywhy pay brand new phone 17000 repair 5000 nos sense surprising reply form amazon samsung,1
292,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, first first review deleted amazon saying manipulating context feature productthis review section give honest review amazon deleting thats dumb u dont need reviews block would u keep positive reviews delete negative pointshere thing battry uoto mark drains quickly takes 25 hrs say 3 hrs per personal experiencecamera goodbattery nightmare u want keep charging every 2 hrs go ahead last time gave 2 stars u deleted comment time take 1 star product coz really peice shirt know twhat mean ,1
293,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, worst batteryits takes 253 hours fully charge may 33 hours battery life okay offen hands scrolling whatsapp instagram screen gets black every day 5 10 secondscamera goodm series total goodearlier bought m20 got sick 12 days company says replacement service service also repaired got hanging problem m20 useless,1
294,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, buy phoneits display quality bad one month old galaxy m31 phone developed crack display physical damage outside samsung service center taking rs 5000 repair one month back purchased warranty charging money repair ittoday called samsung service center nobody picking phone 10 days passed taken phone status update themjust 21 sept 2020 received call samsung informed spare parts available m31 model refund coupon purchase price deducting rs5200 defective displaymy question amazon samsung tell replacement spare available newly lunched phone 2 months back phone launchedso requesting amazon samsung refund full purchase price phone also compensesation coupon accepted transfer bank accountwhen selling products bound provide spare part support upto endoflifesupport date mean eoleos reached 2 months,1
295,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, thought may great replacement s9 plus proved wrongthis average phone 64 mega pixel thats itvery poor performance install apps 100 128 gb phone s9 plus work seamlessly 150 apps installed without performance issues except battery lifepros need buy camera use camera good battery backup selfie camera good 32 mega pixelcons toy phone someone wants play camera need look processor camera quality set office outlook applications phone gets struck ever 15 minutes doesnt even close 1 min almost phone 128 gb really waste processor cant handle much memory may good videos quality poor options capturing camera auto focus worst face reading technology even face unlock still need swipe sucks charger comes phone garbage takes 34 hours fully charge phone phone water proof pour one drop phone screen touch stop working speaker low hardly hear put hard case phone phone screen got damaged sure get replaced insurance screen flickering issuesconclusionan average model phone 64 mp camera dont see big difference s9 plus camera features needs lot improvement processor side cant compared snapdragon processors,3
296,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, cant believe within month phone screen started showing lines19052020 may update went service center delhi lady manager said id need pay anything broken whats warranty asked whats gorilla glass couldnt handle pocket fall said happened reply insiders understand things theres thing gorilla vorilla normal mirror falls breaks youll pay thisi cant believe samsung making fool us years anyone else confirm insider info meanwhile rest keep bank locker7 april 21 working fine,4
297,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, using phone past 2 month battery life sham 6000mah even last day phone becomes hot easily calls disconnect phone restarts wifi calling work least 40 time filled ton benefits main reason anyone would ever buy phone battery true advertised one wifi video call 2 hours drains atleast 40 battery battery stays one day got better battery life old phone 5000mahcould almost 48 hours without charge im stuck please test battery return immediately fault dont adjusted,2
298,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, bad ever phone buy going return back youtube channels 10hrs continue battery reality poor battery performance play game reduce 30percent battery every bad performance camera quality shown youtubers reality 64mp doesnt evn give 40percentpoor fake quality display samsung always right ,1
299,samsung galaxy m31 ocean blue 6gb ram 128gb storage,B07HGGYWL6, spend first salary first day online launch happy good phone next day doorstep features would like phoneso pros6000 mah battery64mp quad rear camera32 mp front camera6gb ramfast chargingsmooth touch displaypopup view featureandroid 104k video recordingfastest face unlock,5
300,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, good phonedecent look looks stylishcamera battery quality super goodgood phone range delivery service good,5
301,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, dont buy 10 to15 mins gaming phone lagging much,1
302,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, good phone stopped working time didnt suggest,2
303,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, worst product expected even month ut hangs much front camera worst first look good nothing else dont go redmi note 8 even note 5 much better completely disappointed ,2
304,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, product review usage 3 monthsconsif bought mobile cant exchange tried able exchange deviceplease check clicking exchange option take decisionnow understand mobilegaming mobile heating lagging playing high graphics gamebattery 5020mah battery moderate performfor charging take 24 hrs per day 0 100macro camera useless featurefront rear camera good compare realme 6000rs mobile cameraui fine consuming rammany preinstalled application could able delete mi appi suggest please buy brand dont waste money like,2
