mobile_names,asin,title,body,star
"







Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)






",B07HGGYWL6,"
Disappointing 64MP Camera!!!!
","

  Camera is not as expected. Its garunteed not 64MP the way it takes pictures. Ofcourse the colors in the pictures are awesome however, if we try to zoom even slightly it doesnt show clearly. Night mode is also not as expected it gives blurr images. I am disappointed with the camera as camera was the sole reason I took this phone. Front camera is as usual with full of beauty effects which I hate. Otherwise, speaking about its other features such as battery, looks and feel, Display, etc it is pretty well with this price. Although the plastic feels kinda cheap but its ok.

",3
"







Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)






",B07HGGYWL6,"
A nice Option if you use Phone for what it's meant for
","

  Review after 2 days of useScreen - 2 good..animations and transition very good, I won't miss hype around 90hz refresh rateSamsung OS- one UI 2.0 is good but I personally don't like the home screen, using Lawnchair launcher for home screen and dock...Like other features of OneUI2.0Games- Cant say, I dont use mobile for gamingBattery- charged only once til now, so far so goodCamera- Love live focus by samsung..Boehner is applied to all faces in pic, daylight pics and Videos are awesome, yet to test night modeCamera after 10days- indoor and low light is below average and a let down by Samsung.This is my first Samsung Smartphone and I am glad I bought itOpinion after 10 days- reducing rating to 3stars

",3
"







Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)






",B07HGGYWL6,"
Fraud seller.
","

  Dont purchase phone from amazon.Worst experience.I got used phone even it was amazon fulfilled.No response from seller nor amazon.I noticed after month when started facing issue. Then i checked and found its used product.Worst product from samsung.Issues:1. Fraud seller2. Used or refurbished phone.3. No response from amazon nor seller.4. Finger print is not working.5. Lagging while normal use.6. Will get a lot of scratch.

",1
"







Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)






",B07HGGYWL6,"
Not value for money...waste of money...
","

  Camera quality is not good as it mentioned in specification (64MP).Mobile phone gets hanged sometimes.Battery back up is good.Facilities and other fitures are not good as compared to other brand mobiles in same prize.

",2
"







Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)






",B07HGGYWL6,"
Better Mobile not the best
","

  M31 looks identical to the Galaxy M30s New Galaxy M31 with OneUI 2.0 on top of Android 106GB RAM and 64GB/128GB Only 1000 Rs is different.Pros:--------------M31 has 4 cameras on the back1-64-megapixel GW1 sensor LED flash2-8-megapixel ultra-wide-angle lens,3-5-megapixel depth sensor4-5-megapixel macro sensorMassive 6000mAh battery with 15W fast charging supportBig 6.4-inch displays With AMOLED displaysUSB Type-C port, and speaker at the bottom.The fingerprint scanner is quick to unlock with face recognition.Fit Under the Budget.Cons:----------------Plastic Bodylow-light camera performanceStill Its a new couple of days only I will Update later about the overall performance.

",5
"







Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)






",B07HGGYWL6,"
Very bed mobile
","

  Very bed bettery backup

",1
"







Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)






",B07HGGYWL6,"
ONLY DISPALY AND BATTERY, ALL PREMIUM FEATURES REMOVED FROM M SERIES BY SAMSUNG. BAD PHONE.
","

  SAMSUNG LOVER WILL FELL UNHAPPY AFTER BUY M SERIES MOBILE SUCH AS I AM FEELING.SAMSUNG M SERIES HAVE VERY BAD & CHEAP MOBILE.I BOUGHT THIS PHONE WITHOUT THINKING, BUT AFTER USE I FOUND THAT THIS DEVICE DO NOT HAVESAMSUNG SECURE FOLDER, SAMSUNG PAY OR PAY MINI, KNOX SECURITY, SAMSUNG PASS, NFC ETC. THE ABSENCE OF THESE THINGS IS NOT BEARABLE. I WILL CHANGE THE DEVICE AFTER SOMETIME WAIT IF ABOVE MENTIONED FACILITY NOT UPDATED IN SOFTWARE UPDATE LATER.A SIMPLE 6000 MAH BATTERY CAN BY OTHER BRAND IN VERY LOWER PRICE. CAMERA QUALITY IS NOT 64 MP EQUAL. THIS PHONE HAVE ONLY BATTERY AND DISPLAY.BUY THIS PHONE AFTER CHECKING ALL FEATURES.

",2
"







Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)






",B07HGGYWL6,"
Fraud
","

  I am asked to pay Rs5000 at samsung service centre due to the issue in display even the phone is in warranty. Why?Why will I pay for a brand new phone of 17000 to repair it at 5000. Nos sense at all . And most surprising no reply form Amazon and Samsung

",1
"







Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)






",B07HGGYWL6,"
Battry nightmare begins with samsung m 31
","

  First of all, my first review was deleted by amazon, saying its manipulating the context and feature of product..This is a review section so i can give my honest review but amazon is deleting it thats dumb.. If u dont need reviews than block it for all. Why would u only keep only positive reviews and delete any negative points????Here is the thing- battry is not uoto mark.. It drains quickly.. And it takes more than 2.5 hrs say 3 hrs as per my personal experience.Camera is good.Battery is a nightmare if u want to keep it charging after every 2 hrs than go ahead .and last time i gave 2 stars.. But u deleted the comment so this time take the 1 star for the product.. Coz its really a peice of shirt. You know twhat i mean 😂😂😂😆

",1
"







Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)






",B07HGGYWL6,"
If u r buying phone for battery or camera
","

  Worst battery..its takes 2.5-3 hours to fully charge may be 3.3 hours. Battery life okay. offen hands while scrolling WhatsApp of Instagram. Screen gets black out every day for 5- 10 seconds.Camera is good.M series in total not good..earlier bought m20 got sick in 12 days company says not replacement , service service also repaired  but it got hanging problem again now m20 is in useless.

",1
"







Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)






",B07HGGYWL6,"
Galaxy M series phone spare part availability issue
","

  Do not buy this phone.Its display quality is very bad. My one month old Galaxy M31 phone developed crack in display. It does not have any physical damage from outside. Now Samsung service center is taking Rs. 5000 to repair it. Just one month back I have purchased it and it is under warranty, but they are charging money to repair it.Today I called Samsung Service Center, but nobody is picking up phone. More than 10 days have passed, they have taken my phone but no status update from them.Just now (21 Sept 2020) I received a call from Samsung, they informed me that spare parts is not available for this M31 model, so they will refund (coupon) me the purchase price by deducting Rs.5200 for the defective display.My question to Amazon and Samsung is that how you can tell that replacement spare is not available for this newly lunched phone? Just 2 months back this phone was launched.So, requesting Amazon and Samsung to refund full purchase price of the phone and also compensesation. No coupon will be accepted, transfer in my bank account.When you are selling any products, you are bound to provide spare part support upto it's end-of-life/support date. Did you mean EOL/EOS reached in just 2 months?

",1
"







Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)






",B07HGGYWL6,"
This is an average phone just with battery backup only  and not great w r to speed and performance
","

  I thought this may be great replacement of my S9 Plus and it proved me wrong...This is just an average phone with 64 mega pixel and that's it.....very poor performance if you install any apps more than 100 for a 128 GB phone.  The S9 plus can work seamlessly with 150 apps installed without any performance issues except the battery life.Pros:------>> no need to buy camera and use it as a camera.>> Good battery backup>> Selfie Camera is good with 32 mega pixel.Cons:------>> Just a toy phone for someone wants to play with camera.>> we need to look at the processor not just the camera quality.  I set up my office outlook and all other applications in this phone and it just gets struck ever 15 minutes and doesn't even close for 1 min almost.>> This phone with 128 GB is really waste as the processor can't handle that much memory.>> This may be good in videos quality but the poor options while capturing the camera (No Auto Focus).>> Worst face reading technology -- even after face unlock you still need to swipe up, and it sucks...!!!>> The charger that comes with this phone is a garbage it takes 3-4 hours to fully charge this phone.>> This phone is not water proof at all.  If you pour one drop on this phone, your screen touch will stop working.>> The speaker is very low and hardly you can hear when you put a hard case over the phone.>> My phone screen got damaged and not sure where can I get this replaced as there is no insurance for screen flickering issues.Conclusion:-------------An average model phone with 64 mp camera (I don't see any big difference with S9 plus camera features).  Needs a lot of improvement on the processor side and can't be compared with Snapdragon processors.

",3
"







Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)






",B07HGGYWL6,"
Okay, until this happened
","

  I can't believe within a month the phone screen started showing lines.19/05/2020 May Update: Went to the service center in Delhi and the lady and the manager said I'd need to pay if anything is broken. What's the warranty for? I asked what's the ""Gorilla Glass"" for if it couldn't handle a pocket fall (which is what they said happened)? And their reply, ""We are insiders. So we understand these things, there's no such thing as ""gorilla vorilla"" it's a normal mirror. If it falls and breaks then you'll have to pay for this.""I can't believe Samsung has been making a fool of us all these years. Can anyone else confirm this ""insider"" info? Meanwhile, the rest of you should keep this in a bank locker.7 april 21: working fine as of now.

",4
"







Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)






",B07HGGYWL6,"
Not worth it..
","

  I have been using the phone for the past 2 month now. The battery life is a sham!! 6000mah does not even last for a day and the phone becomes very hot very easily, and the calls disconnect or the phone restarts at its will. The WiFi calling does not work at least 40% of the time!! It is filled with a ton of benefits but the main reason anyone would ever buy this phone is for the battery and that is not true as advertised. One WiFi video call of 2 hours drains at-least 40% of the battery!! My battery stays for only one day, I got better battery life with my old phone of 5000mah...could do almost 48 hours without any charge. Now I'm stuck with this!! Please test the battery and return it immediately if there is a fault, don't do what I did, which is 'I adjusted'!

",2
"







Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)






",B07HGGYWL6,"
Poor quality according to battery and camera....
","

  Bad ever phone I have buy now going to return it back .... in YouTube channels  10hrs continue battery but in reality poor battery performance once you play a game it reduce up to 30percent battery every bad performance.... camera quality that shown by youtubers in reality 64MP doesn't  evn give its 40percent....poor fake quality  display of Samsung and I was always right about it ....

",1
"







Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)






",B07HGGYWL6,"
A good budget Smartphone
","

  I spend my first salary on the first day of the online launch and I am happy to have a good phone on the next day at my doorstep with all the features that I would like to on my phone.So here are Pros:6000 mAh Battery64MP Quad Rear camera32 MP Front Camera6GB RamFast chargingSmooth Touch displayPop-up view featureAndroid 104K video recordingFastest face unlock

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Overall a good phone 👌
","

  Good phoneDecent look and looks stylishCamera and battery quality are super goodGood phone in this range 👍But delivery service is not good

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Dont buy.. after 10 to.15 mins gaming phone lagging too much
","

  Dont buy.. after 10 to.15 mins gaming phone lagging too much

",1
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Not good
","

  Not good phone stopped working after some time so i didn't suggest you this...

",2
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Worst
","

  Worst product, not as expected its not even a month and ut hangs so much! Its front camera is just worst, only it's first look is good nothing else. Don't go for it!! Redmi note 8 and even note 5 is much better than it!😤 Completely disappointed 😤😤😤

",2
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Don't buy. Reviewed on 31.10.2020
","

  Here my product review after usage of 3 months.Cons:If you bought this mobile you can't exchange. I have tried but not able to exchange my device.Please check by clicking the exchange option and you can take the decision.Now you can understand why you should not by this mobile.Gaming - Mobile heating and lagging when you playing high graphics gameBattery - 5020mAh battery. Moderate performFor charging it's take 2.4 hrs per day from 0 to 100.Macro camera - useless featureFront and Rear camera - Not good compare with realme 6000rs mobile camera.UI is fine but consuming more ramMany pre-installed application could not able to delete ( Mi app).I suggest please buy some other brand don't waste your money like me.

",2
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Good phone..
","

  Totally impressed by the built and looks. For 13k I thought of getting realme 6i but the stocks barely last..!So I decided to get this phone. The phone is great and smooth. Gaming experience is also good but not as good as g90t.G85 is a decent processor with great daily life performance!If 12k is your budget go for it..Or 13k..realme 6i and 14k... Go for poco m2. Scarlet red looks stunning!!

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Loll !!  I am the first to review this 🤩👇
","

  Awesome product 💎Value for money 💵Best in segment📱For normal usage this one is the best 🙌Long battery life 🤳 when compared to other smartphones.Camera is ok for this price📸Charging is comparitively slow it takes 2 - 2 and half hrs or more to get full charged.🕕 Overall its best for the price  👍

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Not good like other phones of xiaomi.
","

  My Mobile phone has some screen issue. On completely black wall paper or black background there's a permanent white dot (like screen is defective) on the screen but i requested for the replacement soon device will be replaced. Although device is preety average, ram management is not that good.go for the snapdragon rather than mediatek.Pubg lags sometimes on medium settings and there's a ton of preloaded apps from which some apps you cannot uninstall.there are several options in the market other than xiaomi. So,choose your device wisely.

",3
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Everything nice but only body vibration problem due to plastic back
","

  Very nice Phone.. smooth performance.. charge service decent.. screen quality superb.. sound ok.. but body vibration issue is here.. in speaker mode or at time of calling body vibration present.. no notification light.. overall decent performance at this price.. phone support only 18 watt fast charge. But charger support 22.5 watt..

",4
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Excellent choice at this price
","

  Hi I am writing this review post usage of 7 days,1. The Dsiplay is perfect better than Samsung M21 in the similar price range. The display is Full HD+ whereas its counter parts are not offering that.2. The camera scores over its counter parts whereas not much variations available in Selfie but fantastic at this price.3. The specifications are more or less similar to Mi Note 8 except the processor, it's Helios G85 in this one whereas its Qualcomm in Note 8 i.e 625.4. Note 8 had 4K video capture option but not with the latest  Note 9.5. The battery stays long as promised as I am not a gamer the battery lasts for over a day and half.6. This had P2i protection towards splash but not with Note 8.7. To conclude I shall recommend this phone as no brands available at such good price.Thanks for reading god bless . Enjoy

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Overall a good phone 👌
","

  Good phoneDecent look and looks stylishCamera and battery quality are super goodGood phone in this range 👍But delivery service is not good

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Dont buy.. after 10 to.15 mins gaming phone lagging too much
","

  Dont buy.. after 10 to.15 mins gaming phone lagging too much

",1
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Not good
","

  Not good phone stopped working after some time so i didn't suggest you this...

",2
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Worst
","

  Worst product, not as expected its not even a month and ut hangs so much! Its front camera is just worst, only it's first look is good nothing else. Don't go for it!! Redmi note 8 and even note 5 is much better than it!😤 Completely disappointed 😤😤😤

",2
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Don't buy. Reviewed on 31.10.2020
","

  Here my product review after usage of 3 months.Cons:If you bought this mobile you can't exchange. I have tried but not able to exchange my device.Please check by clicking the exchange option and you can take the decision.Now you can understand why you should not by this mobile.Gaming - Mobile heating and lagging when you playing high graphics gameBattery - 5020mAh battery. Moderate performFor charging it's take 2.4 hrs per day from 0 to 100.Macro camera - useless featureFront and Rear camera - Not good compare with realme 6000rs mobile camera.UI is fine but consuming more ramMany pre-installed application could not able to delete ( Mi app).I suggest please buy some other brand don't waste your money like me.

",2
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Good phone..
","

  Totally impressed by the built and looks. For 13k I thought of getting realme 6i but the stocks barely last..!So I decided to get this phone. The phone is great and smooth. Gaming experience is also good but not as good as g90t.G85 is a decent processor with great daily life performance!If 12k is your budget go for it..Or 13k..realme 6i and 14k... Go for poco m2. Scarlet red looks stunning!!

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Loll !!  I am the first to review this 🤩👇
","

  Awesome product 💎Value for money 💵Best in segment📱For normal usage this one is the best 🙌Long battery life 🤳 when compared to other smartphones.Camera is ok for this price📸Charging is comparitively slow it takes 2 - 2 and half hrs or more to get full charged.🕕 Overall its best for the price  👍

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Not good like other phones of xiaomi.
","

  My Mobile phone has some screen issue. On completely black wall paper or black background there's a permanent white dot (like screen is defective) on the screen but i requested for the replacement soon device will be replaced. Although device is preety average, ram management is not that good.go for the snapdragon rather than mediatek.Pubg lags sometimes on medium settings and there's a ton of preloaded apps from which some apps you cannot uninstall.there are several options in the market other than xiaomi. So,choose your device wisely.

",3
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Everything nice but only body vibration problem due to plastic back
","

  Very nice Phone.. smooth performance.. charge service decent.. screen quality superb.. sound ok.. but body vibration issue is here.. in speaker mode or at time of calling body vibration present.. no notification light.. overall decent performance at this price.. phone support only 18 watt fast charge. But charger support 22.5 watt..

",4
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Excellent choice at this price
","

  Hi I am writing this review post usage of 7 days,1. The Dsiplay is perfect better than Samsung M21 in the similar price range. The display is Full HD+ whereas its counter parts are not offering that.2. The camera scores over its counter parts whereas not much variations available in Selfie but fantastic at this price.3. The specifications are more or less similar to Mi Note 8 except the processor, it's Helios G85 in this one whereas its Qualcomm in Note 8 i.e 625.4. Note 8 had 4K video capture option but not with the latest  Note 9.5. The battery stays long as promised as I am not a gamer the battery lasts for over a day and half.6. This had P2i protection towards splash but not with Note 8.7. To conclude I shall recommend this phone as no brands available at such good price.Thanks for reading god bless . Enjoy

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Volue for money
","

  Ultra wide shots

",4
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Good Phone ! BUT Camera is Not Upto Mark
","

  Good Phone----MI Mobile is OK .Battery is ExcellentProcessor is Very FastCamera Not Upto MarkThis is not 48 Megapixel CameraReally Good Camera But Not 48 MP , Selfie Also is not Upto MarkDisplay Quality is Very Good , Colour is Punchy (1080) PSound Quality is Nice  , But Note this is Not Dolby Atmos

",4
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Nice color and awsome front camera .....
","

  Nice color as of now working fine no hang or lag front camera is awesome sound loud and clearNetwork connectivity is also strong .......Go for it if you have budget of 12000 if you can add more 2000 then go for redmi note 9 proCHARGER NOT WORKING AFTER 20 MIN OF CHARGING ORDER FOR REPLACEMENT ..THANKS AMAZON FOR REPLACEMENT

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Value of money
","

  I liked the productI am giving the review after 33daysRear camera-9/10 it is amazingFront camera- 7.5/10 it is decentOverview -10/10 its damm goodPerformance- 9/10 i play Freefire and its amazing lag free experienceBattery - 10/10 Amazing my usage is 10-11 hrs and still there is 20-27percent battery leftScreen quality 8.5/10 its goodRam Management - 7/10 its ok , it only keep last six app in background and after that the aap restartsInhand feel - 10/10 Good but its little bit wideCharging - 8/10 takes 2hrs. But it is ok u have to charge only once a dayLag free experienceValue of money -9.5/10No heating issueU can go for it

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Overall Good Mobile
","

  Good Mobile......But little bit disappointed with Processor and High Cost

",4
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
""Made in China""😡
","

  Really Disappointed.""Made In China"" product!No ""Made in India by Redmi"" ? (the reason, I selected Redmi. but disappointed)Giving '1star' because,no '0star' option is there!!!![1. Giving 1star to 'made in china'. 2. Not reviewing for 'Quality & all']

",1
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Nice phone
","

  Good Performance and nice display

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Please not buy this product
","

  This product is not good at all.I request you to not buy this product.I have problem with this device & I did not get any resolution.

",1
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Value for money
","

  Nice phone

",4
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Worst phone ever I received .
","

  I brought this phone. Flash is not working properly. No intensification in flash. It working like touch is on. I complained to customer care. They sent AC repairman. I said he is AC repairman they said he is all in one. He just reset the phone and said now it works well but there is no change in previous result and the one after reset.

",1
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Misguiding information.
","

  Misguiding information!!!!!!In the banner it says ""Made in India"". But in reality it is ""Made in China"". It is a blatant attack on trust. This can't be tolerated!!Beware of misguiding information....

",1
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Not value for money
","

  Price is too high compared to specsShould have gone for m21

",1
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Awesome
","

  Awesome mobile

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
About mi Note 9
","

  Ultimate 📷..... 🔋 backup is very good.....👌

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Good
","

  Good for this price range..

",4
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Up to the mark
","

  Awesome product..go for it guys..delevery and packing is also good..i got it only in two days

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Fedup in the very first day.
","

  Looks premium and mi claims that it has quite a lot of features. Has a better IR blaster for remote accessibility. Only the camera is the best in the price range and other aspects it’s a Piece of shit.Kindly don’t buy Becoz it’s worth only for 8-9k Move to Samsung or any other phone. Fedup with the performance of the phone in the very first day. The 2stars are only for the camera Quality and IR blaster. Phone lags much and Gaming performance is too poor and way of handling this phone requires a lot of patience as it loads for longer time for some of the app details. Battery last better and Camera quality is good that’s all. Not worthy for 13.5k.Pls don’t buy it if you expect performance from this phone or if you think you can have better features phone.

",2
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
🙄Redmi changed lifestyle😎🤭🤷‍♂️
","

  I brought this phone for my youtube channel review,I thinks that it's a great part product for me because it's Four cameras on the back, punch-hole on the front , camera is perfect, It's me changed my status and one of the best phone i ever had review in last few days  phone capacity 128GB killer memory, Good battery it last 1 to 2 days with normal used. However, Mobile legend has a lot of frame drop when you set it into High Graphic but still manageable when you set to medium graphic. So sad, I thought this is much better compared to lasted redmi phones,The quad-camera setup is almost the same as on the Note 9S but with one small difference - the 5MP f/2.4 camera has been swapped for a 2MP f/2.4 one with autofocus, which is a very welcome feature because it makes macro photography that much easier.The main camera has been borrowed - 48MP with f/1.8 aperture as well as the ultra-wide unit - 8MP with f/2.2 aperture. The ultra-wide's sensor is quite small measuring at 1/4.0"" with 1.12µm. And, of course, the 2MP depth sensor, which serves more of an aesthetic purpose than functional one.Ｖｉｄｅｏ ｒｅｃｏｒｄｉｎｇUnfortunately, the phone supports video recording only up to 1080p at 30 fps. There aren't many modes in which you can shoot in either. A cinematic aspect ratio is available to add some dramatic effect to the video, but that's pretty much it.The Full HD video itself is a bit on the soft side and the dynamic range seems a bit too narrow. You can't see anything in the shadows and clouds in the sky are just a tad brighter than they should.

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Selfie Camera Very Bad
","

  Selfie Camera Not As Expected-Picture Quality Very Bad, Appearing Small Dots On Entire Face During And After Selfie Clicks.Rear Camera :Rear Camera Picture Quality Nice But Detailing Not good.

",1
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Dharmendra
","

  Nice camera quality

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Thanks Amazon
","

  Nice product

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Great phone
","

  Excellent picture quality,great battery backup

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Superb phone
","

  Awesome product by redmiBest photo quality best screen superb design and everything is best with 128 gb internal and 6 gb ram under this price range🔥

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Nice product
","

  Very good in quality nice camera22.5 w given but it's supporting 18w Delivery is fine worth for priceBattery backup is very good

",4
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
The 48 MP camera is  a fake advertisement, it works like 16 MP camera
","

  PROS- 5000 batteryAVARAGE- processor( the mediatek processor hit a lot)CONS-CAMERA( it is fake, works like normal 16 MP camera, it is just for advertisement).CHARGER( though company says it is of 22.5 W, it takes a lot of time to charge) .ADVERTISE( you all know how the adds disturb you every time).

",1
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
clicking sound around fingerprint sensor ? anyone
","

  today, i noticed a clicking sound around the fingerprint sensor for my new phone. anyone else face same problem ?

",3
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
Ok phone under 12k, buy redmi 9 prime at 10k or buy redmi note 9 pro under 14k
","

  Product is not super value for money. Back panel plastic quality not so good.Camera perform great in daylight condition and ok in low light.I have also note 9 Pro I think that is super value for money under 14000 if you budget permit then go for it. By paying extra 2000 rupees for redmi note 9 Pro you got great build quality with back side glass, UFS 2.1 rom for storage and to great camera.

",3
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
GOOD
","

  Good productEasy to useCamera quality bestLooking goodLight weightBest for gaming#Mi

",5
"







Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display






",B086977TR6,"
😠😠Verry slow charging it's not support fast charging.
","

  Phone Performance overroll good but charging speed is too slow it's take more time to charge my phone 35 to 100 percent charge on a 3 hours i am not satisfied. I am student and going to college in morning but phone take to more time to charge its 1 hours take to 30 percentage on charge. 😡😡😡😡😡😡😡

",2
